node_id	patch_id	donor_id	region	section_id	x	y	n_cells	mean_n_transcripts	mapped_confidence_mean	dominant_mapped_cell_type	dominant_mapped_cell_type_fraction	celltype_fraction__unknown	embed_1	embed_2
H19.33.004__1417642343__9_13	H19.33.004__1417642343__9_13	H19.33.004	CN	1417642343	1416.586092862216	2036.6964111328125	11	462.45454545454544		unknown	1.0	1.0	0.10372737040834865	-0.4929741204767398
H19.33.004__1417642343__9_15	H19.33.004__1417642343__9_15	H19.33.004	CN	1417642343	1424.7669067382812	2331.5181107954545	22	373.59090909090907		unknown	1.0	1.0	0.21673448771621734	-0.2588313384567331
H19.33.004__1417642343__9_16	H19.33.004__1417642343__9_16	H19.33.004	CN	1417642343	1421.0505981445312	2471.6300825639205	22	282.27272727272725		unknown	1.0	1.0	-0.10886845375220285	0.3460035495710855
H19.33.004__1417642343__9_17	H19.33.004__1417642343__9_17	H19.33.004	CN	1417642343	1410.434886011584	2631.9711072198274	29	429.0		unknown	1.0	1.0	0.30932603663378944	-0.024818885515229445
H19.33.004__1417642343__8_15	H19.33.004__1417642343__8_15	H19.33.004	CN	1417642343	1280.043085271662	2326.932783647017	22	349.95454545454544		unknown	1.0	1.0	-0.10043554112856745	-0.058415297475070606
H19.33.004__1417642343__9_18	H19.33.004__1417642343__9_18	H19.33.004	CN	1417642343	1431.9542468843006	2775.5147065662204	21	256.3809523809524		unknown	1.0	1.0	-0.6900000597568866	-0.15075440577379848
H19.33.004__1417642343__9_20	H19.33.004__1417642343__9_20	H19.33.004	CN	1417642343	1424.7440643310547	3075.488327026367	32	443.84375		unknown	1.0	1.0	1.130687414879184	-0.5484579421988223
H19.33.004__1417642343__8_20	H19.33.004__1417642343__8_20	H19.33.004	CN	1417642343	1302.781805630388	3070.973009832974	29	376.48275862068965		unknown	1.0	1.0	0.5059981480963339	-0.0030581742223826382
H19.33.004__1417642343__4_14	H19.33.004__1417642343__4_14	H19.33.004	CN	1417642343	662.4475784301758	2237.343719482422	8	375.875		unknown	1.0	1.0	-0.13801553080730758	-0.8801253083199705
H19.33.004__1417642343__4_15	H19.33.004__1417642343__4_15	H19.33.004	CN	1417642343	684.749256807215	2324.986385569853	17	378.4117647058824		unknown	1.0	1.0	0.29279494460021177	0.39617658631061703
H19.33.004__1417642343__4_16	H19.33.004__1417642343__4_16	H19.33.004	CN	1417642343	713.1379208772079	2466.10302734375	23	316.69565217391306		unknown	1.0	1.0	0.4282708597436646	0.009623722692204975
H19.33.004__1417642343__5_17	H19.33.004__1417642343__5_17	H19.33.004	CN	1417642343	815.6522568922776	2628.6715557391826	26	417.03846153846155		unknown	1.0	1.0	0.42825954067137834	0.44302130027133135
H19.33.004__1417642343__5_16	H19.33.004__1417642343__5_16	H19.33.004	CN	1417642343	815.8677605523003	2479.976657443576	36	238.5		unknown	1.0	1.0	0.039655688011398925	1.2808096108743707
H19.33.004__1417642343__5_15	H19.33.004__1417642343__5_15	H19.33.004	CN	1417642343	828.8418019612631	2319.8479207356772	24	265.625		unknown	1.0	1.0	0.530798372736412	-0.06674292050119571
H19.33.004__1417642343__6_15	H19.33.004__1417642343__6_15	H19.33.004	CN	1417642343	982.7098222212358	2318.7458052201705	11	272.0		unknown	1.0	1.0	-0.6987959063194528	-0.11909638128155925
H19.33.004__1417642343__6_16	H19.33.004__1417642343__6_16	H19.33.004	CN	1417642343	944.4160522460937	2490.8278564453126	10	444.3		unknown	1.0	1.0	-0.45524205661675976	0.5805587404122372
H19.33.004__1417642343__6_17	H19.33.004__1417642343__6_17	H19.33.004	CN	1417642343	953.5822347005209	2635.008341471354	12	222.25		unknown	1.0	1.0	-1.34775120901147	0.16421385827785953
H19.33.004__1417642343__5_14	H19.33.004__1417642343__5_14	H19.33.004	CN	1417642343	826.2280217950994	2195.6725741299715	22	259.40909090909093		unknown	1.0	1.0	-0.2238859899892282	0.15745835667522814
H19.33.004__1417642343__6_14	H19.33.004__1417642343__6_14	H19.33.004	CN	1417642343	992.4635691923254	2151.0098517922793	17	298.70588235294116		unknown	1.0	1.0	-1.4210158273435791	-0.7286875431526022
H19.33.004__1417642343__7_16	H19.33.004__1417642343__7_16	H19.33.004	CN	1417642343	1116.0634901258682	2474.7825068721063	27	310.14814814814815		unknown	1.0	1.0	-0.36248917328694924	0.29226511512678527
H19.33.004__1417642343__7_15	H19.33.004__1417642343__7_15	H19.33.004	CN	1417642343	1113.391086154514	2318.830222800926	27	482.74074074074076		unknown	1.0	1.0	1.128535320589141	0.6512232870379948
H19.33.004__1417642343__6_18	H19.33.004__1417642343__6_18	H19.33.004	CN	1417642343	964.1419044777199	2788.6295572916665	27	268.48148148148147		unknown	1.0	1.0	0.5234598713576318	0.9272043476386268
H19.33.004__1417642343__6_19	H19.33.004__1417642343__6_19	H19.33.004	CN	1417642343	984.3929017264888	2922.026371793927	53	387.22641509433964		unknown	1.0	1.0	0.9525933062043985	1.6350942294021404
H19.33.004__1417642343__6_20	H19.33.004__1417642343__6_20	H19.33.004	CN	1417642343	1033.8010314941407	3039.2394287109373	10	571.1		unknown	1.0	1.0	0.8776927432903063	-1.0536749572376902
H19.33.004__1417642343__7_20	H19.33.004__1417642343__7_20	H19.33.004	CN	1417642343	1105.0663548519738	3068.0161261307567	57	303.3333333333333		unknown	1.0	1.0	0.5943055488851189	2.2767077789847248
H19.33.004__1417642343__7_19	H19.33.004__1417642343__7_19	H19.33.004	CN	1417642343	1111.164168294271	2957.5898600260416	15	272.0		unknown	1.0	1.0	-0.6504307944213651	-0.022750640844624307
H19.33.004__1417642343__6_13	H19.33.004__1417642343__6_13	H19.33.004	CN	1417642343	981.9110585088315	2007.6516537873642	23	284.04347826086956		unknown	1.0	1.0	-0.9440589221493508	-0.06322910946700264
H19.33.004__1417642343__7_14	H19.33.004__1417642343__7_14	H19.33.004	CN	1417642343	1119.3133021763392	2170.18758719308	14	406.2142857142857		unknown	1.0	1.0	-0.036981468946026316	-0.37722132565387684
H19.33.004__1417642343__7_13	H19.33.004__1417642343__7_13	H19.33.004	CN	1417642343	1098.6039428710938	2015.676114169034	22	281.3181818181818		unknown	1.0	1.0	0.05792027099680792	0.4891353429422678
H19.33.004__1417642343__7_12	H19.33.004__1417642343__7_12	H19.33.004	CN	1417642343	1123.5734349300988	1861.0422941509046	19	293.8421052631579		unknown	1.0	1.0	-0.02749360410196913	-0.5858678798789818
H19.33.004__1417642343__5_20	H19.33.004__1417642343__5_20	H19.33.004	CN	1417642343	777.898681640625	3061.663215188419	17	393.2352941176471		unknown	1.0	1.0	-2.623049825918156	-1.2960204329599907
H19.33.004__1417642343__5_19	H19.33.004__1417642343__5_19	H19.33.004	CN	1417642343	838.4216232299805	2932.6880645751953	16	196.5625		unknown	1.0	1.0	-3.309150445712633	-0.4662972184603079
H19.33.004__1417642343__5_18	H19.33.004__1417642343__5_18	H19.33.004	CN	1417642343	855.5283560917295	2770.3746379983836	29	281.86206896551727		unknown	1.0	1.0	0.06070432224487178	0.6220516622338239
H19.33.004__1417642343__8_16	H19.33.004__1417642343__8_16	H19.33.004	CN	1417642343	1273.7092808314733	2462.90986328125	35	398.25714285714287		unknown	1.0	1.0	0.8965630772281444	0.60597290453511
H19.33.004__1417642343__7_18	H19.33.004__1417642343__7_18	H19.33.004	CN	1417642343	1137.1783336292613	2774.470370205966	11	261.09090909090907		unknown	1.0	1.0	-1.4226501105881693	-1.181333322782906
H19.33.004__1417642343__8_18	H19.33.004__1417642343__8_18	H19.33.004	CN	1417642343	1275.990566253662	2772.330535888672	32	421.96875		unknown	1.0	1.0	0.8664337810321939	1.1526530119023133
H19.33.004__1417642343__8_19	H19.33.004__1417642343__8_19	H19.33.004	CN	1417642343	1264.0380101697199	2927.066995554957	29	294.17241379310343		unknown	1.0	1.0	-0.2814546265023563	0.6304542437290594
H19.33.004__1417642343__7_21	H19.33.004__1417642343__7_21	H19.33.004	CN	1417642343	1172.5583984375	3205.5694661458333	15	708.8		unknown	1.0	1.0	1.0435087285351488	-1.8826483544159525
H19.33.004__1417642343__8_17	H19.33.004__1417642343__8_17	H19.33.004	CN	1417642343	1264.74267578125	2630.8629760742188	20	384.25		unknown	1.0	1.0	0.6687059679765894	0.08557305002206
H19.33.004__1417642343__20_18	H19.33.004__1417642343__20_18	H19.33.004	CN	1417642343	3057.802109375	2777.04396484375	25	266.68		unknown	1.0	1.0	0.33498495986341403	0.6375396171102932
H19.33.004__1417642343__20_19	H19.33.004__1417642343__20_19	H19.33.004	CN	1417642343	3068.7945261988148	2931.4355721309266	29	325.58620689655174		unknown	1.0	1.0	0.9084566905021343	-0.7894006537810423
H19.33.004__1417642343__22_17	H19.33.004__1417642343__22_17	H19.33.004	CN	1417642343	3375.306603064904	2596.4293025090146	26	328.4230769230769		unknown	1.0	1.0	-0.1791779695753731	0.08828445310595598
H19.33.004__1417642343__21_18	H19.33.004__1417642343__21_18	H19.33.004	CN	1417642343	3220.2096162683824	2774.7982536764707	17	396.11764705882354		unknown	1.0	1.0	-0.13377494679732743	-0.8896291211234512
H19.33.004__1417642343__21_19	H19.33.004__1417642343__21_19	H19.33.004	CN	1417642343	3241.3385546875	2923.690986328125	25	335.8		unknown	1.0	1.0	0.6349671292690715	0.39455209104699873
H19.33.004__1417642343__20_20	H19.33.004__1417642343__20_20	H19.33.004	CN	1417642343	3067.0244064331055	3087.455177307129	32	251.4375		unknown	1.0	1.0	0.14397912502753296	0.4624423448388606
H19.33.004__1417642343__20_21	H19.33.004__1417642343__20_21	H19.33.004	CN	1417642343	3073.648953683036	3211.9392578125	35	298.9142857142857		unknown	1.0	1.0	0.05792514269222351	-0.0643801510815155
H19.33.004__1417642343__21_20	H19.33.004__1417642343__21_20	H19.33.004	CN	1417642343	3237.000284830729	3066.58349609375	24	370.2916666666667		unknown	1.0	1.0	0.630804917523254	0.6312604603371494
H19.33.004__1417642343__21_21	H19.33.004__1417642343__21_21	H19.33.004	CN	1417642343	3215.2330040564902	3228.8665927984775	39	261.94871794871796		unknown	1.0	1.0	0.8563442308017379	1.1418102524349285
H19.33.004__1417642343__22_21	H19.33.004__1417642343__22_21	H19.33.004	CN	1417642343	3368.0189383370534	3208.5653018043154	21	367.14285714285717		unknown	1.0	1.0	0.04433592419721346	-1.0030921535542587
H19.33.004__1417642343__22_19	H19.33.004__1417642343__22_19	H19.33.004	CN	1417642343	3375.437757703993	2934.907023111979	18	336.55555555555554		unknown	1.0	1.0	0.3574048139896737	-0.5795883312167073
H19.33.004__1417642343__22_20	H19.33.004__1417642343__22_20	H19.33.004	CN	1417642343	3376.984202665441	3057.5309914981617	17	237.47058823529412		unknown	1.0	1.0	-0.18445544188344887	-0.3049537016652749
H19.33.004__1417642343__18_19	H19.33.004__1417642343__18_19	H19.33.004	CN	1417642343	2770.9750591077304	2921.8037816097863	38	300.5		unknown	1.0	1.0	0.6794353006299313	1.8833412057847423
H19.33.004__1417642343__19_19	H19.33.004__1417642343__19_19	H19.33.004	CN	1417642343	2926.361041525136	2913.2684220023775	46	199.08695652173913		unknown	1.0	1.0	0.24616629918618912	1.50341681314573
H19.33.004__1417642343__19_21	H19.33.004__1417642343__19_21	H19.33.004	CN	1417642343	2932.3384794347426	3236.3711583754593	34	356.8235294117647		unknown	1.0	1.0	0.12704675395321652	0.05975880764531783
H19.33.004__1417642343__19_20	H19.33.004__1417642343__19_20	H19.33.004	CN	1417642343	2924.0001541940787	3070.8299560546875	38	319.3421052631579		unknown	1.0	1.0	0.7542071590601958	0.7134950862981568
H19.33.004__1417642343__18_20	H19.33.004__1417642343__18_20	H19.33.004	CN	1417642343	2786.1537562779017	3073.8589477539062	28	410.35714285714283		unknown	1.0	1.0	0.6525360523607244	0.0017094468030277332
H19.33.004__1417642343__18_21	H19.33.004__1417642343__18_21	H19.33.004	CN	1417642343	2773.448421223958	3230.944620768229	30	318.73333333333335		unknown	1.0	1.0	0.4539310293713027	0.9142453889844442
H19.33.004__1417642343__17_18	H19.33.004__1417642343__17_18	H19.33.004	CN	1417642343	2609.9186754728617	2785.0326377467104	19	174.42105263157896		unknown	1.0	1.0	-0.459220355473268	-0.3668140547605743
H19.33.004__1417642343__17_17	H19.33.004__1417642343__17_17	H19.33.004	CN	1417642343	2600.0942664513223	2635.669677734375	26	130.73076923076923		unknown	1.0	1.0	-1.0512590137186668	-0.40135019773699804
H19.33.004__1417642343__17_19	H19.33.004__1417642343__17_19	H19.33.004	CN	1417642343	2604.0450927734373	2909.5021850585936	20	309.2		unknown	1.0	1.0	-0.8803108948878959	-0.6305809231923668
H19.33.004__1417642343__17_20	H19.33.004__1417642343__17_20	H19.33.004	CN	1417642343	2635.847871326265	3075.6666666666665	42	271.57142857142856		unknown	1.0	1.0	0.28880062159560116	1.0732565729280414
H19.33.004__1417642343__17_21	H19.33.004__1417642343__17_21	H19.33.004	CN	1417642343	2626.3298853824012	3239.9615671258225	38	384.0263157894737		unknown	1.0	1.0	0.5294433109758071	-0.10251925808137578
H19.33.004__1417642343__31_14	H19.33.004__1417642343__31_14	H19.33.004	CN	1417642343	4720.811939380787	2164.6584201388887	27	330.3703703703704		unknown	1.0	1.0	0.4204566066217842	0.43454396678436624
H19.33.004__1417642343__31_15	H19.33.004__1417642343__31_15	H19.33.004	CN	1417642343	4704.85236467634	2344.1522042410716	28	326.42857142857144		unknown	1.0	1.0	0.3901721656458434	-0.9637429975087863
H19.33.004__1417642343__30_16	H19.33.004__1417642343__30_16	H19.33.004	CN	1417642343	4569.901134672619	2459.6261044456846	21	415.3809523809524		unknown	1.0	1.0	0.45826460807136954	-1.2370653810660865
H19.33.004__1417642343__29_16	H19.33.004__1417642343__29_16	H19.33.004	CN	1417642343	4417.785461425781	2478.968292236328	16	442.8125		unknown	1.0	1.0	0.4343963977255815	-1.0888965255059657
H19.33.004__1417642343__30_17	H19.33.004__1417642343__30_17	H19.33.004	CN	1417642343	4574.430031105324	2635.2085413049767	27	395.51851851851853		unknown	1.0	1.0	0.5056211730073841	-0.2488019777142253
H19.33.004__1417642343__30_15	H19.33.004__1417642343__30_15	H19.33.004	CN	1417642343	4561.706982421875	2330.330257161458	30	453.76666666666665		unknown	1.0	1.0	0.9707579529986414	0.5412205441876822
H19.33.004__1417642343__31_13	H19.33.004__1417642343__31_13	H19.33.004	CN	1417642343	4732.988372802734	2017.7317085266113	32	355.3125		unknown	1.0	1.0	0.8072257955289804	0.10490923549075762
H19.33.004__1417642343__30_13	H19.33.004__1417642343__30_13	H19.33.004	CN	1417642343	4550.990673828125	2012.40048828125	20	424.3		unknown	1.0	1.0	0.3197491094868976	-0.5175323202125037
H19.33.004__1417642343__30_14	H19.33.004__1417642343__30_14	H19.33.004	CN	1417642343	4578.698637462798	2182.2252836681546	21	418.57142857142856		unknown	1.0	1.0	0.4561574108942087	-0.8411384404034982
H19.33.004__1417642343__29_11	H19.33.004__1417642343__29_11	H19.33.004	CN	1417642343	4423.757859002976	1725.553978329613	21	644.7619047619048		unknown	1.0	1.0	0.7637940309314935	-0.9204156179106284
H19.33.004__1417642343__30_11	H19.33.004__1417642343__30_11	H19.33.004	CN	1417642343	4582.1055908203125	1715.3574752807617	16	644.9375		unknown	1.0	1.0	1.2208245965453424	-1.3800971871570507
H19.33.004__1417642343__29_12	H19.33.004__1417642343__29_12	H19.33.004	CN	1417642343	4428.350048828125	1885.5198893229167	30	459.23333333333335		unknown	1.0	1.0	1.084812619365765	0.25485906643382744
H19.33.004__1417642343__29_13	H19.33.004__1417642343__29_13	H19.33.004	CN	1417642343	4430.456868489583	2021.1236911349827	18	344.0		unknown	1.0	1.0	0.005190412930902742	-0.8049986450940997
H19.33.004__1417642343__30_12	H19.33.004__1417642343__30_12	H19.33.004	CN	1417642343	4569.2130705180925	1870.8005178351152	19	604.3684210526316		unknown	1.0	1.0	1.1494004312953863	-2.0268375183889775
H19.33.004__1417642343__31_12	H19.33.004__1417642343__31_12	H19.33.004	CN	1417642343	4716.654962713068	1899.806884765625	11	319.09090909090907		unknown	1.0	1.0	-0.3961483848689919	-0.19607136027064637
H19.33.004__1417642343__31_11	H19.33.004__1417642343__31_11	H19.33.004	CN	1417642343	4716.10771484375	1727.356923828125	25	490.52		unknown	1.0	1.0	1.016113854415398	-0.0587422769099007
H19.33.004__1417642343__29_17	H19.33.004__1417642343__29_17	H19.33.004	CN	1417642343	4432.315014648438	2611.5244262695314	20	492.25		unknown	1.0	1.0	0.5221399562619071	-0.539882649473745
H19.33.004__1417642343__29_21	H19.33.004__1417642343__29_21	H19.33.004	CN	1417642343	4426.372647372159	3230.4174249822445	22	416.5		unknown	1.0	1.0	0.5940045738645323	-0.7120456900967247
H19.33.004__1417642343__28_21	H19.33.004__1417642343__28_21	H19.33.004	CN	1417642343	4286.450269294508	3223.792976148201	33	340.72727272727275		unknown	1.0	1.0	0.8549970075765216	-0.1232671801166262
H19.33.004__1417642343__28_20	H19.33.004__1417642343__28_20	H19.33.004	CN	1417642343	4261.254432091346	3092.508075420673	26	375.0769230769231		unknown	1.0	1.0	0.6122524879017192	0.5931670064406304
H19.33.004__1417642343__29_20	H19.33.004__1417642343__29_20	H19.33.004	CN	1417642343	4424.9732421875	3076.7806640625	25	357.48		unknown	1.0	1.0	0.849408793849422	-0.4980614654083777
H19.33.004__1417642343__29_19	H19.33.004__1417642343__29_19	H19.33.004	CN	1417642343	4418.531815378289	2922.2315866570725	19	534.9473684210526		unknown	1.0	1.0	0.8636737209241867	-1.2081279985907032
H19.33.004__1417642343__28_19	H19.33.004__1417642343__28_19	H19.33.004	CN	1417642343	4269.4621988932295	2905.2999064127603	24	394.9166666666667		unknown	1.0	1.0	0.3167160581473557	-0.4369000588010906
H19.33.004__1417642343__29_18	H19.33.004__1417642343__29_18	H19.33.004	CN	1417642343	4437.455240885417	2760.1446126302085	18	409.0		unknown	1.0	1.0	0.047524176226510534	-0.8608213934272165
H19.33.004__1417642343__28_16	H19.33.004__1417642343__28_16	H19.33.004	CN	1417642343	4277.369551809211	2480.792364823191	19	320.10526315789474		unknown	1.0	1.0	-0.735945746064433	-0.003666245160690859
H19.33.004__1417642343__28_17	H19.33.004__1417642343__28_17	H19.33.004	CN	1417642343	4255.351318359375	2624.7307373046874	20	479.15		unknown	1.0	1.0	0.39783495213562703	-1.3485597069419277
H19.33.004__1417642343__28_18	H19.33.004__1417642343__28_18	H19.33.004	CN	1417642343	4267.883382161458	2771.076171875	24	485.4583333333333		unknown	1.0	1.0	1.1550296700252494	1.0184347858427374
H19.33.004__1417642343__30_21	H19.33.004__1417642343__30_21	H19.33.004	CN	1417642343	4569.7733154296875	3205.1203002929688	24	363.5		unknown	1.0	1.0	-0.1652604729368811	-0.29060189583937535
H19.33.004__1417642343__30_22	H19.33.004__1417642343__30_22	H19.33.004	CN	1417642343	4568.129638671875	3383.0384385850693	18	362.5		unknown	1.0	1.0	0.013480200816772507	-1.0287599260844398
H19.33.004__1417642343__30_20	H19.33.004__1417642343__30_20	H19.33.004	CN	1417642343	4560.029676649306	3068.904744466146	18	247.05555555555554		unknown	1.0	1.0	-0.607976215972624	-0.5350949563292114
H19.33.004__1417642343__30_18	H19.33.004__1417642343__30_18	H19.33.004	CN	1417642343	4580.530364280523	2776.5984284156975	43	378.0		unknown	1.0	1.0	0.7014457284832557	0.4832021156009758
H19.33.004__1417642343__31_17	H19.33.004__1417642343__31_17	H19.33.004	CN	1417642343	4739.545677923387	2630.852263419859	31	464.16129032258067		unknown	1.0	1.0	0.7935695240622548	-0.2710284529688527
H19.33.004__1417642343__31_18	H19.33.004__1417642343__31_18	H19.33.004	CN	1417642343	4735.228102463942	2769.8897172976763	39	287.6666666666667		unknown	1.0	1.0	0.9099256497291086	1.3673664609076996
H19.33.004__1417642343__31_21	H19.33.004__1417642343__31_21	H19.33.004	CN	1417642343	4732.850729549632	3192.1060431985293	17	394.11764705882354		unknown	1.0	1.0	0.010303264899068465	0.2053360075744724
H19.33.004__1417642343__31_22	H19.33.004__1417642343__31_22	H19.33.004	CN	1417642343	4721.967427571614	3382.011484781901	24	414.6666666666667		unknown	1.0	1.0	0.41633946448851505	-0.26461578763681765
H19.33.004__1417642343__31_20	H19.33.004__1417642343__31_20	H19.33.004	CN	1417642343	4755.604541015625	3085.210888671875	10	296.9		unknown	1.0	1.0	-1.9117269296936554	-0.03076156694526948
H19.33.004__1417642343__28_12	H19.33.004__1417642343__28_12	H19.33.004	CN	1417642343	4278.226031759511	1876.722757090693	23	408.4782608695652		unknown	1.0	1.0	0.2823251003709316	-0.6295146694131801
H19.33.004__1417642343__28_13	H19.33.004__1417642343__28_13	H19.33.004	CN	1417642343	4285.648158482143	2030.50244140625	14	568.2142857142857		unknown	1.0	1.0	1.476348100843437	-1.1265272507140964
H19.33.004__1417642343__27_13	H19.33.004__1417642343__27_13	H19.33.004	CN	1417642343	4116.24304651331	2021.6595911096645	27	392.6296296296296		unknown	1.0	1.0	0.4732806864907749	-0.9623731360757573
H19.33.004__1417642343__28_14	H19.33.004__1417642343__28_14	H19.33.004	CN	1417642343	4270.137451171875	2176.7374267578125	24	411.4583333333333		unknown	1.0	1.0	0.7426578637479259	-0.5684618092894783
H19.33.004__1417642343__29_15	H19.33.004__1417642343__29_15	H19.33.004	CN	1417642343	4421.657975260417	2322.6853190104166	15	436.6666666666667		unknown	1.0	1.0	0.3738723101062752	-0.6210388590250085
H19.33.004__1417642343__28_15	H19.33.004__1417642343__28_15	H19.33.004	CN	1417642343	4272.645489032452	2331.0717022235576	26	487.03846153846155		unknown	1.0	1.0	0.827040673744193	-0.1432930368853014
H19.33.004__1417642343__29_14	H19.33.004__1417642343__29_14	H19.33.004	CN	1417642343	4420.2025146484375	2165.962812151228	28	334.9642857142857		unknown	1.0	1.0	0.06910449903418464	0.22971530992047476
H19.33.004__1417642343__31_4	H19.33.004__1417642343__31_4	H19.33.004	CN	1417642343	4753.391773897059	699.235444910386	17	124.82352941176471		unknown	1.0	1.0	-1.2540819994914947	-0.09196990112470005
H19.33.004__1417642343__30_4	H19.33.004__1417642343__30_4	H19.33.004	CN	1417642343	4592.4748046875	718.4145629882812	5	116.0		unknown	1.0	1.0	-2.5297655734750615	-1.3094274712782914
H19.33.004__1417642343__31_6	H19.33.004__1417642343__31_6	H19.33.004	CN	1417642343	4740.161574590774	998.9292893182663	21	326.76190476190476		unknown	1.0	1.0	-0.3304222990036519	-0.2828988879025349
H19.33.004__1417642343__31_7	H19.33.004__1417642343__31_7	H19.33.004	CN	1417642343	4732.403187144886	1148.8757213245738	11	297.72727272727275		unknown	1.0	1.0	-1.45752644577709	-0.16083544682172227
H19.33.004__1417642343__31_8	H19.33.004__1417642343__31_8	H19.33.004	CN	1417642343	4722.100321451823	1262.5757446289062	24	436.4166666666667		unknown	1.0	1.0	0.4643898137961818	-1.1737650194726337
H19.33.004__1417642343__30_10	H19.33.004__1417642343__30_10	H19.33.004	CN	1417642343	4583.1123046875	1566.6402849469866	28	297.75		unknown	1.0	1.0	0.11011857732565168	0.2775450853295728
H19.33.004__1417642343__30_7	H19.33.004__1417642343__30_7	H19.33.004	CN	1417642343	4582.860373757102	1120.7006891424005	22	356.04545454545456		unknown	1.0	1.0	0.5863743809056946	0.19719135302554658
H19.33.004__1417642343__30_6	H19.33.004__1417642343__30_6	H19.33.004	CN	1417642343	4568.283048930921	990.4432405170642	19	344.89473684210526		unknown	1.0	1.0	0.3045836266406645	-0.1733225506587572
H19.33.004__1417642343__30_5	H19.33.004__1417642343__30_5	H19.33.004	CN	1417642343	4559.904918323864	806.3414167924361	22	211.6818181818182		unknown	1.0	1.0	-0.7103581467117408	-0.16450959292415954
H19.33.004__1417642343__31_5	H19.33.004__1417642343__31_5	H19.33.004	CN	1417642343	4728.696627103365	834.3387967623197	26	271.0769230769231		unknown	1.0	1.0	0.38618042863763236	-0.08684588570023558
H19.33.004__1417642343__29_5	H19.33.004__1417642343__29_5	H19.33.004	CN	1417642343	4434.335864257812	808.8696960449219	20	241.0		unknown	1.0	1.0	-0.1978715249167836	-0.5227646191359244
H19.33.004__1417642343__28_5	H19.33.004__1417642343__28_5	H19.33.004	CN	1417642343	4267.37466796875	847.596279296875	25	176.76		unknown	1.0	1.0	-0.047580220484661956	0.20155480484495408
H19.33.004__1417642343__30_8	H19.33.004__1417642343__30_8	H19.33.004	CN	1417642343	4551.4986328125	1262.660986328125	15	420.8		unknown	1.0	1.0	0.48441445522663185	-1.6839766044189886
H19.33.004__1417642343__30_9	H19.33.004__1417642343__30_9	H19.33.004	CN	1417642343	4597.516357421875	1408.6455993652344	12	270.0		unknown	1.0	1.0	-0.36104963281484614	-1.5319521558705373
H19.33.004__1417642343__29_7	H19.33.004__1417642343__29_7	H19.33.004	CN	1417642343	4423.217583550348	1139.392062717014	18	553.7777777777778		unknown	1.0	1.0	1.1157142626852419	0.6853830054233858
H19.33.004__1417642343__29_8	H19.33.004__1417642343__29_8	H19.33.004	CN	1417642343	4442.31279296875	1284.8081787109375	15	404.8666666666667		unknown	1.0	1.0	0.21101700761285597	-1.6389188063419537
H19.33.004__1417642343__29_9	H19.33.004__1417642343__29_9	H19.33.004	CN	1417642343	4433.950927734375	1415.116690499442	14	438.85714285714283		unknown	1.0	1.0	0.893250585082023	-0.6866937931697825
H19.33.004__1417642343__31_10	H19.33.004__1417642343__31_10	H19.33.004	CN	1417642343	4731.340161132813	1580.3130798339844	20	393.95		unknown	1.0	1.0	0.24403815399098072	-0.2621818516994176
H19.33.004__1417642343__31_9	H19.33.004__1417642343__31_9	H19.33.004	CN	1417642343	4746.057161458333	1421.2412190755208	15	352.0		unknown	1.0	1.0	0.5897582068261618	-0.17913015439143445
H19.33.004__1417642343__29_10	H19.33.004__1417642343__29_10	H19.33.004	CN	1417642343	4404.947887073864	1566.3450039950285	11	452.45454545454544		unknown	1.0	1.0	-0.007066530855900299	-0.8499801301237674
H19.33.004__1417642343__28_6	H19.33.004__1417642343__28_6	H19.33.004	CN	1417642343	4283.586012620192	994.1829693134015	13	176.15384615384616		unknown	1.0	1.0	-1.0256550124412074	-0.5899614355294488
H19.33.004__1417642343__28_7	H19.33.004__1417642343__28_7	H19.33.004	CN	1417642343	4284.924345128677	1118.4904856962316	17	345.5882352941176		unknown	1.0	1.0	-0.19235151322611674	0.6598632708043117
H19.33.004__1417642343__28_10	H19.33.004__1417642343__28_10	H19.33.004	CN	1417642343	4293.601092303241	1580.153894495081	27	397.0		unknown	1.0	1.0	0.8478094186626213	-0.5304733747378675
H19.33.004__1417642343__28_11	H19.33.004__1417642343__28_11	H19.33.004	CN	1417642343	4282.17685171274	1736.4612145057092	26	565.6923076923077		unknown	1.0	1.0	0.7212036729426543	-0.5818051339215656
H19.33.004__1417642343__28_8	H19.33.004__1417642343__28_8	H19.33.004	CN	1417642343	4275.53974609375	1281.440203857422	20	420.6		unknown	1.0	1.0	1.083397419505519	0.25196686833884313
H19.33.004__1417642343__28_9	H19.33.004__1417642343__28_9	H19.33.004	CN	1417642343	4275.998101128473	1445.1661783854167	9	328.77777777777777		unknown	1.0	1.0	-0.7803378557525127	-1.128597951254248
H19.33.004__1417642343__23_9	H19.33.004__1417642343__23_9	H19.33.004	CN	1417642343	3532.2327880859375	1419.015821668837	18	478.8888888888889		unknown	1.0	1.0	0.844882163029328	-0.8872257012352208
H19.33.004__1417642343__23_10	H19.33.004__1417642343__23_10	H19.33.004	CN	1417642343	3525.9107724144346	1563.8969552176338	21	223.52380952380952		unknown	1.0	1.0	-0.01589524921008635	1.0976909179870273
H19.33.004__1417642343__23_8	H19.33.004__1417642343__23_8	H19.33.004	CN	1417642343	3518.309988839286	1252.6912260509673	21	344.4761904761905		unknown	1.0	1.0	0.3394632317043128	-0.2122063960936066
