node_id	patch_id	donor_id	region	section_id	x	y	n_cells	mean_n_transcripts	mapped_confidence_mean	dominant_mapped_cell_type	dominant_mapped_cell_type_fraction	celltype_fraction__unknown
H20.33.001__1417642742__30_9	H20.33.001__1417642742__30_9	H20.33.001	CN	1417642742	4554.5471598307295	1440.0333862304688	12	500.5833333333333		unknown	1.0	1.0
H20.33.001__1417642742__29_10	H20.33.001__1417642742__29_10	H20.33.001	CN	1417642742	4430.0730622944075	1568.6784282483552	19	399.2105263157895		unknown	1.0	1.0
H20.33.001__1417642742__30_10	H20.33.001__1417642742__30_10	H20.33.001	CN	1417642742	4577.757069463315	1579.6920006793478	23	545.8695652173913		unknown	1.0	1.0
H20.33.001__1417642742__28_9	H20.33.001__1417642742__28_9	H20.33.001	CN	1417642742	4280.552137586806	1431.947513156467	36	394.44444444444446		unknown	1.0	1.0
H20.33.001__1417642742__28_10	H20.33.001__1417642742__28_10	H20.33.001	CN	1417642742	4286.515181107955	1581.5724542791193	22	561.3636363636364		unknown	1.0	1.0
H20.33.001__1417642742__27_9	H20.33.001__1417642742__27_9	H20.33.001	CN	1417642742	4136.376387746711	1423.315583881579	19	427.94736842105266		unknown	1.0	1.0
H20.33.001__1417642742__27_10	H20.33.001__1417642742__27_10	H20.33.001	CN	1417642742	4142.248946340461	1586.6669600637335	19	443.7894736842105		unknown	1.0	1.0
H20.33.001__1417642742__25_9	H20.33.001__1417642742__25_9	H20.33.001	CN	1417642742	3850.489539513221	1458.3683283879207	26	438.53846153846155		unknown	1.0	1.0
H20.33.001__1417642742__25_10	H20.33.001__1417642742__25_10	H20.33.001	CN	1417642742	3833.9708984375	1559.1299370659722	45	427.55555555555554		unknown	1.0	1.0
H20.33.001__1417642742__26_9	H20.33.001__1417642742__26_9	H20.33.001	CN	1417642742	3972.1811193517738	1408.351572397593	37	350.35135135135135		unknown	1.0	1.0
H20.33.001__1417642742__26_7	H20.33.001__1417642742__26_7	H20.33.001	CN	1417642742	4003.9342331659227	1145.6110897972471	21	476.0952380952381		unknown	1.0	1.0
H20.33.001__1417642742__26_8	H20.33.001__1417642742__26_8	H20.33.001	CN	1417642742	4014.815625	1244.6056396484375	20	401.9		unknown	1.0	1.0
H20.33.001__1417642742__27_8	H20.33.001__1417642742__27_8	H20.33.001	CN	1417642742	4128.956298828125	1283.458042689732	21	463.2857142857143		unknown	1.0	1.0
H20.33.001__1417642742__27_7	H20.33.001__1417642742__27_7	H20.33.001	CN	1417642742	4130.728041704963	1153.556001551011	34	310.7647058823529		unknown	1.0	1.0
H20.33.001__1417642742__28_7	H20.33.001__1417642742__28_7	H20.33.001	CN	1417642742	4260.97139115767	1117.0130004882812	44	503.1818181818182		unknown	1.0	1.0
H20.33.001__1417642742__28_8	H20.33.001__1417642742__28_8	H20.33.001	CN	1417642742	4259.847631835937	1263.3222229003907	20	527.55		unknown	1.0	1.0
H20.33.001__1417642742__27_6	H20.33.001__1417642742__27_6	H20.33.001	CN	1417642742	4151.6656494140625	1029.2327087402343	10	468.2		unknown	1.0	1.0
H20.33.001__1417642742__28_6	H20.33.001__1417642742__28_6	H20.33.001	CN	1417642742	4288.569982192095	989.685105267693	34	441.20588235294116		unknown	1.0	1.0
H20.33.001__1417642742__29_8	H20.33.001__1417642742__29_8	H20.33.001	CN	1417642742	4427.611490885417	1260.6060221354167	15	429.8		unknown	1.0	1.0
H20.33.001__1417642742__29_7	H20.33.001__1417642742__29_7	H20.33.001	CN	1417642742	4425.086767578125	1110.8567321777343	20	686.8		unknown	1.0	1.0
H20.33.001__1417642742__30_7	H20.33.001__1417642742__30_7	H20.33.001	CN	1417642742	4565.310930524553	1113.777818952288	28	508.32142857142856		unknown	1.0	1.0
H20.33.001__1417642742__29_6	H20.33.001__1417642742__29_6	H20.33.001	CN	1417642742	4417.07587890625	975.7627406529018	35	362.1142857142857		unknown	1.0	1.0
H20.33.001__1417642742__29_5	H20.33.001__1417642742__29_5	H20.33.001	CN	1417642742	4444.383586604421	817.9175459698932	41	267.7317073170732		unknown	1.0	1.0
H20.33.001__1417642742__28_5	H20.33.001__1417642742__28_5	H20.33.001	CN	1417642742	4293.155482700893	860.4064679827009	7	450.7142857142857		unknown	1.0	1.0
H20.33.001__1417642742__29_4	H20.33.001__1417642742__29_4	H20.33.001	CN	1417642742	4456.605895996094	725.3217926025391	8	264.375		unknown	1.0	1.0
H20.33.001__1417642742__30_8	H20.33.001__1417642742__30_8	H20.33.001	CN	1417642742	4585.435651506697	1243.061488560268	14	569.9285714285714		unknown	1.0	1.0
H20.33.001__1417642742__31_8	H20.33.001__1417642742__31_8	H20.33.001	CN	1417642742	4714.79638671875	1273.625996907552	18	532.6111111111111		unknown	1.0	1.0
H20.33.001__1417642742__31_7	H20.33.001__1417642742__31_7	H20.33.001	CN	1417642742	4731.506646050348	1128.535888671875	18	465.8888888888889		unknown	1.0	1.0
H20.33.001__1417642742__31_6	H20.33.001__1417642742__31_6	H20.33.001	CN	1417642742	4720.623155381944	975.1052449544271	9	336.44444444444446		unknown	1.0	1.0
H20.33.001__1417642742__30_6	H20.33.001__1417642742__30_6	H20.33.001	CN	1417642742	4588.7800856370195	960.6329017052284	13	513.8461538461538		unknown	1.0	1.0
H20.33.001__1417642742__26_23	H20.33.001__1417642742__26_23	H20.33.001	CN	1417642742	3974.485384114583	3514.9985107421876	30	370.6		unknown	1.0	1.0
H20.33.001__1417642742__26_24	H20.33.001__1417642742__26_24	H20.33.001	CN	1417642742	3962.8633110232468	3674.48369021532	41	422.9756097560976		unknown	1.0	1.0
H20.33.001__1417642742__27_23	H20.33.001__1417642742__27_23	H20.33.001	CN	1417642742	4100.121086569394	3541.166317210478	34	450.6470588235294		unknown	1.0	1.0
H20.33.001__1417642742__28_23	H20.33.001__1417642742__28_23	H20.33.001	CN	1417642742	4279.598675271739	3521.0174082880435	23	442.4782608695652		unknown	1.0	1.0
H20.33.001__1417642742__27_25	H20.33.001__1417642742__27_25	H20.33.001	CN	1417642742	4138.435203915551	3817.7176397414432	42	355.6904761904762		unknown	1.0	1.0
H20.33.001__1417642742__28_24	H20.33.001__1417642742__28_24	H20.33.001	CN	1417642742	4276.069498697917	3673.131781684028	18	353.1666666666667		unknown	1.0	1.0
H20.33.001__1417642742__29_27	H20.33.001__1417642742__29_27	H20.33.001	CN	1417642742	4428.976149338942	4131.404616135817	39	317.71794871794873		unknown	1.0	1.0
H20.33.001__1417642742__29_26	H20.33.001__1417642742__29_26	H20.33.001	CN	1417642742	4431.173566120427	3972.310225323933	41	294.1951219512195		unknown	1.0	1.0
H20.33.001__1417642742__28_26	H20.33.001__1417642742__28_26	H20.33.001	CN	1417642742	4286.986385569853	3984.7681453929226	34	382.29411764705884		unknown	1.0	1.0
H20.33.001__1417642742__28_28	H20.33.001__1417642742__28_28	H20.33.001	CN	1417642742	4260.867513020833	4264.064832899306	36	308.05555555555554		unknown	1.0	1.0
H20.33.001__1417642742__26_28	H20.33.001__1417642742__26_28	H20.33.001	CN	1417642742	3985.948909505208	4294.835373263889	45	311.1777777777778		unknown	1.0	1.0
H20.33.001__1417642742__26_29	H20.33.001__1417642742__26_29	H20.33.001	CN	1417642742	3996.876458502435	4429.496493252841	77	232.7012987012987		unknown	1.0	1.0
H20.33.001__1417642742__27_29	H20.33.001__1417642742__27_29	H20.33.001	CN	1417642742	4111.644493689904	4419.956552358774	52	250.23076923076923		unknown	1.0	1.0
H20.33.001__1417642742__26_27	H20.33.001__1417642742__26_27	H20.33.001	CN	1417642742	3971.116901266164	4116.352294921875	29	516.2413793103449		unknown	1.0	1.0
H20.33.001__1417642742__27_28	H20.33.001__1417642742__27_28	H20.33.001	CN	1417642742	4117.81617296007	4268.146354166666	45	193.15555555555557		unknown	1.0	1.0
H20.33.001__1417642742__28_29	H20.33.001__1417642742__28_29	H20.33.001	CN	1417642742	4278.051832932692	4415.824656951122	39	234.56410256410257		unknown	1.0	1.0
H20.33.001__1417642742__25_27	H20.33.001__1417642742__25_27	H20.33.001	CN	1417642742	3828.829345703125	4139.5359086017215	49	316.0		unknown	1.0	1.0
H20.33.001__1417642742__25_28	H20.33.001__1417642742__25_28	H20.33.001	CN	1417642742	3829.358087713068	4266.914177911932	55	288.5090909090909		unknown	1.0	1.0
H20.33.001__1417642742__25_29	H20.33.001__1417642742__25_29	H20.33.001	CN	1417642742	3823.690539129849	4412.534061826509	29	428.3103448275862		unknown	1.0	1.0
H20.33.001__1417642742__26_25	H20.33.001__1417642742__26_25	H20.33.001	CN	1417642742	3991.703507133152	3836.0812351392665	23	541.9130434782609		unknown	1.0	1.0
H20.33.001__1417642742__27_26	H20.33.001__1417642742__27_26	H20.33.001	CN	1417642742	4141.221324573864	3976.368885387074	22	538.3181818181819		unknown	1.0	1.0
H20.33.001__1417642742__26_26	H20.33.001__1417642742__26_26	H20.33.001	CN	1417642742	3984.11318359375	3994.4536376953124	30	398.1666666666667		unknown	1.0	1.0
H20.33.001__1417642742__27_27	H20.33.001__1417642742__27_27	H20.33.001	CN	1417642742	4113.751552036831	4129.2249755859375	14	408.7857142857143		unknown	1.0	1.0
H20.33.001__1417642742__23_26	H20.33.001__1417642742__23_26	H20.33.001	CN	1417642742	3525.3266365297377	3981.4214654737902	31	489.2903225806452		unknown	1.0	1.0
H20.33.001__1417642742__23_28	H20.33.001__1417642742__23_28	H20.33.001	CN	1417642742	3523.833142732319	4275.544099506579	38	446.07894736842104		unknown	1.0	1.0
H20.33.001__1417642742__24_27	H20.33.001__1417642742__24_27	H20.33.001	CN	1417642742	3701.4581748560854	4138.336258737664	19	379.57894736842104		unknown	1.0	1.0
H20.33.001__1417642742__24_29	H20.33.001__1417642742__24_29	H20.33.001	CN	1417642742	3676.759205005787	4448.267994068287	27	488.0		unknown	1.0	1.0
H20.33.001__1417642742__23_29	H20.33.001__1417642742__23_29	H20.33.001	CN	1417642742	3532.2801612647804	4430.943636507602	37	294.1621621621622		unknown	1.0	1.0
H20.33.001__1417642742__23_27	H20.33.001__1417642742__23_27	H20.33.001	CN	1417642742	3522.102042362608	4137.016761516703	29	421.58620689655174		unknown	1.0	1.0
H20.33.001__1417642742__23_35	H20.33.001__1417642742__23_35	H20.33.001	CN	1417642742	3469.682373046875	5283.706298828125	6	326.6666666666667		unknown	1.0	1.0
H20.33.001__1417642742__23_34	H20.33.001__1417642742__23_34	H20.33.001	CN	1417642742	3537.4018036813445	5167.918353456439	33	307.6363636363636		unknown	1.0	1.0
H20.33.001__1417642742__23_33	H20.33.001__1417642742__23_33	H20.33.001	CN	1417642742	3517.843104771205	5025.310221354167	42	273.1666666666667		unknown	1.0	1.0
H20.33.001__1417642742__23_31	H20.33.001__1417642742__23_31	H20.33.001	CN	1417642742	3530.3933033662684	4733.337517233456	34	312.02941176470586		unknown	1.0	1.0
H20.33.001__1417642742__23_32	H20.33.001__1417642742__23_32	H20.33.001	CN	1417642742	3518.6323930789263	4866.066882011218	39	392.4871794871795		unknown	1.0	1.0
H20.33.001__1417642742__23_30	H20.33.001__1417642742__23_30	H20.33.001	CN	1417642742	3529.741294642857	4579.482212611607	35	310.74285714285713		unknown	1.0	1.0
H20.33.001__1417642742__28_30	H20.33.001__1417642742__28_30	H20.33.001	CN	1417642742	4268.563193044355	4580.693233366936	31	348.61290322580646		unknown	1.0	1.0
H20.33.001__1417642742__26_30	H20.33.001__1417642742__26_30	H20.33.001	CN	1417642742	3992.197310598273	4569.522872121711	38	313.92105263157896		unknown	1.0	1.0
H20.33.001__1417642742__27_30	H20.33.001__1417642742__27_30	H20.33.001	CN	1417642742	4115.789082295186	4558.437711148648	37	328.4054054054054		unknown	1.0	1.0
H20.33.001__1417642742__27_31	H20.33.001__1417642742__27_31	H20.33.001	CN	1417642742	4129.643707275391	4734.590811593192	56	270.9642857142857		unknown	1.0	1.0
H20.33.001__1417642742__26_31	H20.33.001__1417642742__26_31	H20.33.001	CN	1417642742	3969.256690181903	4715.840623542444	67	354.3880597014925		unknown	1.0	1.0
H20.33.001__1417642742__28_31	H20.33.001__1417642742__28_31	H20.33.001	CN	1417642742	4259.898081461589	4701.705251057942	48	246.22916666666666		unknown	1.0	1.0
H20.33.001__1417642742__29_31	H20.33.001__1417642742__29_31	H20.33.001	CN	1417642742	4413.378976004465	4668.739327566965	7	184.57142857142858		unknown	1.0	1.0
H20.33.001__1417642742__27_32	H20.33.001__1417642742__27_32	H20.33.001	CN	1417642742	4127.6091715494795	4831.584309895833	12	240.83333333333334		unknown	1.0	1.0
H20.33.001__1417642742__26_32	H20.33.001__1417642742__26_32	H20.33.001	CN	1417642742	3978.244564658717	4863.0536081414475	38	306.07894736842104		unknown	1.0	1.0
H20.33.001__1417642742__25_31	H20.33.001__1417642742__25_31	H20.33.001	CN	1417642742	3839.549026489258	4743.425689697266	48	303.1875		unknown	1.0	1.0
H20.33.001__1417642742__25_30	H20.33.001__1417642742__25_30	H20.33.001	CN	1417642742	3833.110813685826	4566.244524274553	28	313.0357142857143		unknown	1.0	1.0
H20.33.001__1417642742__24_30	H20.33.001__1417642742__24_30	H20.33.001	CN	1417642742	3680.796126827117	4595.661888860887	31	413.4516129032258		unknown	1.0	1.0
H20.33.001__1417642742__25_32	H20.33.001__1417642742__25_32	H20.33.001	CN	1417642742	3813.975870768229	4870.288525390625	30	315.2		unknown	1.0	1.0
H20.33.001__1417642742__25_33	H20.33.001__1417642742__25_33	H20.33.001	CN	1417642742	3807.3536865234373	5004.4420166015625	20	293.35		unknown	1.0	1.0
H20.33.001__1417642742__24_32	H20.33.001__1417642742__24_32	H20.33.001	CN	1417642742	3660.383085704985	4885.6313709077385	42	271.2142857142857		unknown	1.0	1.0
H20.33.001__1417642742__24_33	H20.33.001__1417642742__24_33	H20.33.001	CN	1417642742	3676.28129308364	5017.201329848345	34	304.79411764705884		unknown	1.0	1.0
H20.33.001__1417642742__24_31	H20.33.001__1417642742__24_31	H20.33.001	CN	1417642742	3676.375458688447	4732.804613517992	33	362.6060606060606		unknown	1.0	1.0
H20.33.001__1417642742__24_34	H20.33.001__1417642742__24_34	H20.33.001	CN	1417642742	3633.786446707589	5144.79509626116	14	151.35714285714286		unknown	1.0	1.0
H20.33.012__1417643111__20_6	H20.33.012__1417643111__20_6	H20.33.012	CN	1417643111	3075.272250705295	973.1242845323351	36	125.44444444444444		unknown	1.0	1.0
H20.33.012__1417643111__35_6	H20.33.012__1417643111__35_6	H20.33.012	CN	1417643111	5285.928934733073	995.5599619547526	24	218.41666666666666		unknown	1.0	1.0
H20.33.012__1417643111__13_7	H20.33.012__1417643111__13_7	H20.33.012	CN	1417643111	2031.166276719835	1108.382331000434	36	302.3888888888889		unknown	1.0	1.0
H20.33.012__1417643111__13_6	H20.33.012__1417643111__13_6	H20.33.012	CN	1417643111	2020.4223737444197	1002.1332135881696	35	278.1714285714286		unknown	1.0	1.0
H20.33.012__1417643111__43_20	H20.33.012__1417643111__43_20	H20.33.012	CN	1417643111	6522.426416015625	3063.8892150878905	40	257.425		unknown	1.0	1.0
H20.33.012__1417643111__19_12	H20.33.012__1417643111__19_12	H20.33.012	CN	1417643111	2941.6599970278535	1866.3835024626358	46	168.34782608695653		unknown	1.0	1.0
H20.33.012__1417643111__19_14	H20.33.012__1417643111__19_14	H20.33.012	CN	1417643111	2919.675662878788	2167.3591826467805	33	240.15151515151516		unknown	1.0	1.0
H20.33.012__1417643111__21_19	H20.33.012__1417643111__21_19	H20.33.012	CN	1417643111	3222.4311805138223	2900.9259972205527	26	257.0769230769231		unknown	1.0	1.0
H20.33.012__1417643111__21_20	H20.33.012__1417643111__21_20	H20.33.012	CN	1417643111	3212.0326649058948	3098.0819480202413	44	198.45454545454547		unknown	1.0	1.0
H20.33.012__1417643111__21_15	H20.33.012__1417643111__21_15	H20.33.012	CN	1417643111	3224.9065274325285	2333.8845658735795	22	220.04545454545453		unknown	1.0	1.0
H20.33.012__1417643111__18_12	H20.33.012__1417643111__18_12	H20.33.012	CN	1417643111	2781.4768634175143	1869.7841910428779	43	204.4418604651163		unknown	1.0	1.0
H20.33.012__1417643111__18_21	H20.33.012__1417643111__18_21	H20.33.012	CN	1417643111	2772.7184134818413	3216.43346838049	37	362.35135135135135		unknown	1.0	1.0
H20.33.012__1417643111__29_13	H20.33.012__1417643111__29_13	H20.33.012	CN	1417643111	4417.376384678171	2012.2127794863572	67	200.1044776119403		unknown	1.0	1.0
H20.33.012__1417643111__33_11	H20.33.012__1417643111__33_11	H20.33.012	CN	1417643111	5021.695149739583	1730.9381394159227	21	48.666666666666664		unknown	1.0	1.0
H20.33.012__1417643111__32_14	H20.33.012__1417643111__32_14	H20.33.012	CN	1417643111	4880.561180601729	2171.3024279005986	47	131.06382978723406		unknown	1.0	1.0
H20.33.012__1417643111__36_19	H20.33.012__1417643111__36_19	H20.33.012	CN	1417643111	5475.02580078125	2923.528974609375	25	204.72		unknown	1.0	1.0
H20.33.012__1417643111__42_22	H20.33.012__1417643111__42_22	H20.33.012	CN	1417643111	6366.936579241072	3361.3839564732143	35	167.14285714285714		unknown	1.0	1.0
H20.33.012__1417643111__42_21	H20.33.012__1417643111__42_21	H20.33.012	CN	1417643111	6385.968720703125	3216.5211181640625	50	263.14		unknown	1.0	1.0
H20.33.012__1417643111__39_22	H20.33.012__1417643111__39_22	H20.33.012	CN	1417643111	5922.773036858975	3340.3148975861377	39	236.07692307692307		unknown	1.0	1.0
H20.33.012__1417643111__38_22	H20.33.012__1417643111__38_22	H20.33.012	CN	1417643111	5785.062072753906	3370.017333984375	56	207.07142857142858		unknown	1.0	1.0
H20.33.012__1417643111__35_16	H20.33.012__1417643111__35_16	H20.33.012	CN	1417643111	5327.328396267361	2464.4019978841147	36	120.58333333333333		unknown	1.0	1.0
H20.33.012__1417643111__39_17	H20.33.012__1417643111__39_17	H20.33.012	CN	1417643111	5959.201776413691	2619.0540945870534	21	146.8095238095238		unknown	1.0	1.0
H20.33.012__1417643111__29_15	H20.33.012__1417643111__29_15	H20.33.012	CN	1417643111	4430.498283617424	2314.855498342803	33	260.4848484848485		unknown	1.0	1.0
H20.33.012__1417643111__21_9	H20.33.012__1417643111__21_9	H20.33.012	CN	1417643111	3221.1601418887867	1426.2830666934742	34	179.6764705882353		unknown	1.0	1.0
H20.33.012__1417643111__22_11	H20.33.012__1417643111__22_11	H20.33.012	CN	1417643111	3370.4630930830795	1719.9960758860518	41	198.0731707317073		unknown	1.0	1.0
H20.33.012__1417643111__22_8	H20.33.012__1417643111__22_8	H20.33.012	CN	1417643111	3366.8433984375	1277.1277124023438	50	164.02		unknown	1.0	1.0
H20.33.012__1417643111__39_11	H20.33.012__1417643111__39_11	H20.33.012	CN	1417643111	5880.20280456543	1683.3832702636719	32	298.1875		unknown	1.0	1.0
H20.33.012__1417643111__28_11	H20.33.012__1417643111__28_11	H20.33.012	CN	1417643111	4268.4678067294035	1720.5223388671875	44	145.02272727272728		unknown	1.0	1.0
H20.33.012__1417643111__30_11	H20.33.012__1417643111__30_11	H20.33.012	CN	1417643111	4555.992142427885	1746.6170823317307	65	110.16923076923077		unknown	1.0	1.0
H20.33.012__1417643111__29_11	H20.33.012__1417643111__29_11	H20.33.012	CN	1417643111	4423.50867478391	1733.6388848487368	47	128.46808510638297		unknown	1.0	1.0
H20.33.012__1417643111__27_10	H20.33.012__1417643111__27_10	H20.33.012	CN	1417643111	4119.774521141721	1566.565463952851	57	76.45614035087719		unknown	1.0	1.0
H20.33.012__1417643111__16_10	H20.33.012__1417643111__16_10	H20.33.012	CN	1417643111	2460.364181768699	1567.046482774078	61	279.1803278688525		unknown	1.0	1.0
H20.33.012__1417643111__17_11	H20.33.012__1417643111__17_11	H20.33.012	CN	1417643111	2632.0027909712358	1704.8921064897017	44	214.13636363636363		unknown	1.0	1.0
H20.33.012__1417643111__25_10	H20.33.012__1417643111__25_10	H20.33.012	CN	1417643111	3835.5166219075522	1564.667700873481	36	159.11111111111111		unknown	1.0	1.0
H20.33.012__1417643111__24_10	H20.33.012__1417643111__24_10	H20.33.012	CN	1417643111	3664.7572132457385	1586.0727455832741	44	176.86363636363637		unknown	1.0	1.0
H20.33.012__1417643111__25_9	H20.33.012__1417643111__25_9	H20.33.012	CN	1417643111	3825.9539713541667	1438.5284057617187	30	78.73333333333333		unknown	1.0	1.0
H20.33.012__1417643111__24_9	H20.33.012__1417643111__24_9	H20.33.012	CN	1417643111	3699.4002394903273	1416.2604224795386	21	64.04761904761905		unknown	1.0	1.0
H20.33.012__1417643111__22_15	H20.33.012__1417643111__22_15	H20.33.012	CN	1417643111	3374.529556274414	2317.7426376342773	32	355.40625		unknown	1.0	1.0
H20.33.012__1417643111__23_16	H20.33.012__1417643111__23_16	H20.33.012	CN	1417643111	3525.333751331676	2472.6270640980115	22	315.72727272727275		unknown	1.0	1.0
H20.33.012__1417643111__26_21	H20.33.012__1417643111__26_21	H20.33.012	CN	1417643111	3973.579833984375	3227.6733526932567	38	137.05263157894737		unknown	1.0	1.0
H20.33.012__1417643111__27_18	H20.33.012__1417643111__27_18	H20.33.012	CN	1417643111	4128.614352756076	2763.8301052517363	18	285.94444444444446		unknown	1.0	1.0
H20.33.012__1417643111__26_18	H20.33.012__1417643111__26_18	H20.33.012	CN	1417643111	3958.3387545072114	2788.9378474308896	26	197.8846153846154		unknown	1.0	1.0
H20.33.012__1417643111__25_21	H20.33.012__1417643111__25_21	H20.33.012	CN	1417643111	3829.6596069335938	3235.3259955512153	36	342.6388888888889		unknown	1.0	1.0
H20.33.012__1417643111__25_17	H20.33.012__1417643111__25_17	H20.33.012	CN	1417643111	3827.0422886439733	2614.1530325753347	28	397.82142857142856		unknown	1.0	1.0
H20.33.012__1417643111__23_17	H20.33.012__1417643111__23_17	H20.33.012	CN	1417643111	3522.240776909722	2628.144727918837	36	212.5		unknown	1.0	1.0
H20.33.012__1417643111__24_16	H20.33.012__1417643111__24_16	H20.33.012	CN	1417643111	3685.683203125	2471.103938802083	15	412.6		unknown	1.0	1.0
H20.33.012__1417643111__17_19	H20.33.012__1417643111__17_19	H20.33.012	CN	1417643111	2622.04080078125	2922.739365234375	50	144.28		unknown	1.0	1.0
H20.33.012__1417643111__17_23	H20.33.012__1417643111__17_23	H20.33.012	CN	1417643111	2634.795997902199	3521.371392144097	27	375.2962962962963		unknown	1.0	1.0
H20.33.012__1417643111__17_22	H20.33.012__1417643111__17_22	H20.33.012	CN	1417643111	2610.82314453125	3368.2460205078123	30	350.06666666666666		unknown	1.0	1.0
H20.33.012__1417643111__17_17	H20.33.012__1417643111__17_17	H20.33.012	CN	1417643111	2622.517859417459	2634.0291694972825	46	111.71739130434783		unknown	1.0	1.0
H20.33.012__1417643111__19_20	H20.33.012__1417643111__19_20	H20.33.012	CN	1417643111	2911.3355073474704	3074.4340704055057	21	442.0		unknown	1.0	1.0
H20.33.012__1417643111__19_22	H20.33.012__1417643111__19_22	H20.33.012	CN	1417643111	2929.38439453125	3383.713896484375	25	430.92		unknown	1.0	1.0
H20.33.012__1417643111__20_22	H20.33.012__1417643111__20_22	H20.33.012	CN	1417643111	3070.7044114332934	3373.988778921274	26	334.53846153846155		unknown	1.0	1.0
H20.33.012__1417643111__18_22	H20.33.012__1417643111__18_22	H20.33.012	CN	1417643111	2759.29588782269	3353.527481742527	23	227.0		unknown	1.0	1.0
H20.33.012__1417643111__31_20	H20.33.012__1417643111__31_20	H20.33.012	CN	1417643111	4730.91544117647	3075.475040211397	34	211.38235294117646		unknown	1.0	1.0
H20.33.012__1417643111__28_20	H20.33.012__1417643111__28_20	H20.33.012	CN	1417643111	4269.350895579269	3074.8748570884145	41	168.9512195121951		unknown	1.0	1.0
H20.33.012__1417643111__30_20	H20.33.012__1417643111__30_20	H20.33.012	CN	1417643111	4586.768753616898	3048.3707682291665	27	299.51851851851853		unknown	1.0	1.0
H20.33.012__1417643111__29_18	H20.33.012__1417643111__29_18	H20.33.012	CN	1417643111	4428.140756460337	2798.4570969801684	26	391.96153846153845		unknown	1.0	1.0
H20.33.012__1417643111__29_19	H20.33.012__1417643111__29_19	H20.33.012	CN	1417643111	4418.091158353365	2925.929631159856	26	352.7307692307692		unknown	1.0	1.0
H20.33.012__1417643111__29_17	H20.33.012__1417643111__29_17	H20.33.012	CN	1417643111	4427.198598500845	2643.7254275760133	37	402.4054054054054		unknown	1.0	1.0
H20.33.012__1417643111__30_18	H20.33.012__1417643111__30_18	H20.33.012	CN	1417643111	4565.491292317708	2781.384796142578	24	344.875		unknown	1.0	1.0
H20.33.012__1417643111__29_24	H20.33.012__1417643111__29_24	H20.33.012	CN	1417643111	4424.781338778409	3679.893406723485	33	336.7878787878788		unknown	1.0	1.0
H20.33.012__1417643111__33_24	H20.33.012__1417643111__33_24	H20.33.012	CN	1417643111	5028.293886126894	3674.718542850379	33	286.6363636363636		unknown	1.0	1.0
H20.33.012__1417643111__31_24	H20.33.012__1417643111__31_24	H20.33.012	CN	1417643111	4712.1304265802555	3677.1583529385653	44	149.29545454545453		unknown	1.0	1.0
H20.33.012__1417643111__29_22	H20.33.012__1417643111__29_22	H20.33.012	CN	1417643111	4424.5802633351295	3389.468707906789	29	327.86206896551727		unknown	1.0	1.0
H20.33.012__1417643111__28_16	H20.33.012__1417643111__28_16	H20.33.012	CN	1417643111	4267.38478685462	2463.6448072350545	23	321.7826086956522		unknown	1.0	1.0
H20.33.012__1417643111__32_16	H20.33.012__1417643111__32_16	H20.33.012	CN	1417643111	4879.292027064732	2515.4625534784227	42	325.6904761904762		unknown	1.0	1.0
H20.33.012__1417643111__4_9	H20.33.012__1417643111__4_9	H20.33.012	CN	1417643111	668.8945890727796	1419.498943128084	38	342.3421052631579		unknown	1.0	1.0
H20.33.012__1417643111__7_9	H20.33.012__1417643111__7_9	H20.33.012	CN	1417643111	1114.6084832085503	1434.7917344835068	36	148.52777777777777		unknown	1.0	1.0
H20.33.012__1417643111__6_8	H20.33.012__1417643111__6_8	H20.33.012	CN	1417643111	988.1802302769253	1278.1226370675224	28	287.39285714285717		unknown	1.0	1.0
H20.33.012__1417643111__6_9	H20.33.012__1417643111__6_9	H20.33.012	CN	1417643111	965.8006871541342	1445.281977335612	48	140.14583333333334		unknown	1.0	1.0
H20.33.012__1417643111__1_10	H20.33.012__1417643111__1_10	H20.33.012	CN	1417643111	264.73628387451174	1541.0403930664063	10	257.1		unknown	1.0	1.0
H20.33.012__1417643111__2_10	H20.33.012__1417643111__2_10	H20.33.012	CN	1417643111	374.226802702873	1581.762230657762	31	591.0		unknown	1.0	1.0
H20.33.012__1417643111__2_9	H20.33.012__1417643111__2_9	H20.33.012	CN	1417643111	365.7291817043139	1429.8638491423233	23	357.5217391304348		unknown	1.0	1.0
H20.33.012__1417643111__9_7	H20.33.012__1417643111__9_7	H20.33.012	CN	1417643111	1428.7487041766826	1140.248760516827	13	389.0769230769231		unknown	1.0	1.0
H20.33.012__1417643111__12_8	H20.33.012__1417643111__12_8	H20.33.012	CN	1417643111	1876.0323597301137	1278.8596746271307	22	340.1818181818182		unknown	1.0	1.0
H20.33.012__1417643111__11_8	H20.33.012__1417643111__11_8	H20.33.012	CN	1417643111	1739.2219912880346	1270.3447586862665	38	249.71052631578948		unknown	1.0	1.0
H20.33.012__1417643111__14_8	H20.33.012__1417643111__14_8	H20.33.012	CN	1417643111	2161.3868689903848	1260.4585571289062	26	221.84615384615384		unknown	1.0	1.0
H20.33.012__1417643111__13_8	H20.33.012__1417643111__13_8	H20.33.012	CN	1417643111	2022.0948669433594	1258.9006896972655	20	352.8		unknown	1.0	1.0
H20.33.012__1417643111__14_7	H20.33.012__1417643111__14_7	H20.33.012	CN	1417643111	2183.1392224900264	1116.8548324260305	47	236.2340425531915		unknown	1.0	1.0
