node_id	patch_id	donor_id	region	section_id	x	y	n_cells	mean_n_transcripts	mapped_confidence_mean	dominant_mapped_cell_type	dominant_mapped_cell_type_fraction	celltype_fraction__unknown
H19.33.004__1417642343__19_17	H19.33.004__1417642343__19_17	H19.33.004	CN	1417642343	2916.7748021834936	2628.675499549279	39	360.02564102564105		unknown	1.0	1.0
H19.33.004__1417642343__19_16	H19.33.004__1417642343__19_16	H19.33.004	CN	1417642343	2926.781120749081	2475.080982881434	34	299.9117647058824		unknown	1.0	1.0
H19.33.004__1417642343__18_14	H19.33.004__1417642343__18_14	H19.33.004	CN	1417642343	2759.6321382068454	2189.7715773809523	21	387.57142857142856		unknown	1.0	1.0
H19.33.004__1417642343__19_15	H19.33.004__1417642343__19_15	H19.33.004	CN	1417642343	2927.1122233072915	2336.5078938802085	33	328.6969696969697		unknown	1.0	1.0
H19.33.004__1417642343__17_9	H19.33.004__1417642343__17_9	H19.33.004	CN	1417642343	2583.458251953125	1436.955775669643	7	272.57142857142856		unknown	1.0	1.0
H19.33.004__1417642343__17_11	H19.33.004__1417642343__17_11	H19.33.004	CN	1417642343	2620.706652832031	1718.814715576172	20	348.25		unknown	1.0	1.0
H19.33.004__1417642343__17_12	H19.33.004__1417642343__17_12	H19.33.004	CN	1417642343	2602.7710639105903	1842.4431830512153	18	447.22222222222223		unknown	1.0	1.0
H19.33.004__1417642343__17_23	H19.33.004__1417642343__17_23	H19.33.004	CN	1417642343	2635.449326459099	3511.8710075827207	34	230.08823529411765		unknown	1.0	1.0
H19.33.004__1417642343__17_24	H19.33.004__1417642343__17_24	H19.33.004	CN	1417642343	2645.2096931703627	3682.273193359375	31	199.09677419354838		unknown	1.0	1.0
H19.33.004__1417642343__17_22	H19.33.004__1417642343__17_22	H19.33.004	CN	1417642343	2623.7143952125725	3374.7120049055234	43	329.25581395348837		unknown	1.0	1.0
H19.33.004__1417642343__17_14	H19.33.004__1417642343__17_14	H19.33.004	CN	1417642343	2631.788907137784	2177.8223691998105	33	247.42424242424244		unknown	1.0	1.0
H19.33.004__1417642343__17_15	H19.33.004__1417642343__17_15	H19.33.004	CN	1417642343	2657.3341533954326	2323.8504732572114	13	361.53846153846155		unknown	1.0	1.0
H19.33.004__1417642343__17_16	H19.33.004__1417642343__17_16	H19.33.004	CN	1417642343	2664.6117117745534	2478.4356515066966	7	365.2857142857143		unknown	1.0	1.0
H19.33.004__1417642343__17_13	H19.33.004__1417642343__17_13	H19.33.004	CN	1417642343	2628.146931966146	2019.7783745659722	18	450.72222222222223		unknown	1.0	1.0
H19.33.004__1417642343__8_21	H19.33.004__1417642343__8_21	H19.33.004	CN	1417642343	1269.3635131835938	3238.9793798828123	50	451.54		unknown	1.0	1.0
H19.33.004__1417642343__8_22	H19.33.004__1417642343__8_22	H19.33.004	CN	1417642343	1273.2486489035866	3380.217196377841	44	471.59090909090907		unknown	1.0	1.0
H19.33.004__1417642343__9_22	H19.33.004__1417642343__9_22	H19.33.004	CN	1417642343	1409.7809072641226	3386.422663762019	26	424.5769230769231		unknown	1.0	1.0
H19.33.004__1417642343__9_21	H19.33.004__1417642343__9_21	H19.33.004	CN	1417642343	1429.607861328125	3220.951944986979	30	548.0333333333333		unknown	1.0	1.0
H19.33.004__1417642343__8_23	H19.33.004__1417642343__8_23	H19.33.004	CN	1417642343	1319.4625341796875	3531.33572265625	25	426.0		unknown	1.0	1.0
H19.33.004__1417642343__10_23	H19.33.004__1417642343__10_23	H19.33.004	CN	1417642343	1573.1495323181152	3523.6220703125	32	394.625		unknown	1.0	1.0
H19.33.004__1417642343__11_23	H19.33.004__1417642343__11_23	H19.33.004	CN	1417642343	1709.0860817649148	3525.6537531072445	22	306.40909090909093		unknown	1.0	1.0
H19.33.004__1417642343__11_22	H19.33.004__1417642343__11_22	H19.33.004	CN	1417642343	1711.2791787424396	3386.7577258694555	31	393.7741935483871		unknown	1.0	1.0
H19.33.004__1417642343__11_24	H19.33.004__1417642343__11_24	H19.33.004	CN	1417642343	1703.1958975956359	3683.820354593211	29	322.6551724137931		unknown	1.0	1.0
H19.33.004__1417642343__11_25	H19.33.004__1417642343__11_25	H19.33.004	CN	1417642343	1717.9259127103364	3820.6559072641226	52	435.11538461538464		unknown	1.0	1.0
H19.33.004__1417642343__10_24	H19.33.004__1417642343__10_24	H19.33.004	CN	1417642343	1584.747119140625	3672.717388916016	40	501.175		unknown	1.0	1.0
H19.33.004__1417642343__9_23	H19.33.004__1417642343__9_23	H19.33.004	CN	1417642343	1426.047354561942	3535.0197230747767	42	379.92857142857144		unknown	1.0	1.0
H19.33.004__1417642343__9_24	H19.33.004__1417642343__9_24	H19.33.004	CN	1417642343	1434.8023198445637	3664.7873179117837	48	441.5		unknown	1.0	1.0
H19.33.004__1417642343__9_25	H19.33.004__1417642343__9_25	H19.33.004	CN	1417642343	1483.9770751953124	3761.60439453125	5	154.2		unknown	1.0	1.0
H19.33.004__1417642343__10_22	H19.33.004__1417642343__10_22	H19.33.004	CN	1417642343	1559.187080078125	3379.125	25	371.36		unknown	1.0	1.0
H19.33.004__1417642343__11_21	H19.33.004__1417642343__11_21	H19.33.004	CN	1417642343	1711.3529510498047	3222.3223876953125	16	372.25		unknown	1.0	1.0
H19.33.004__1417642343__12_16	H19.33.004__1417642343__12_16	H19.33.004	CN	1417642343	1881.4608306884766	2476.4710693359375	16	272.1875		unknown	1.0	1.0
H19.33.004__1417642343__11_16	H19.33.004__1417642343__11_16	H19.33.004	CN	1417642343	1730.96560546875	2448.679912109375	25	333.08		unknown	1.0	1.0
H19.33.004__1417642343__12_21	H19.33.004__1417642343__12_21	H19.33.004	CN	1417642343	1880.8399626903044	3213.287441155849	39	280.2564102564103		unknown	1.0	1.0
H19.33.004__1417642343__12_22	H19.33.004__1417642343__12_22	H19.33.004	CN	1417642343	1879.2997192382813	3367.4453125	30	375.7		unknown	1.0	1.0
H19.33.004__1417642343__12_20	H19.33.004__1417642343__12_20	H19.33.004	CN	1417642343	1891.1615025111607	3077.6970633370534	35	381.48571428571427		unknown	1.0	1.0
H19.33.004__1417642343__11_20	H19.33.004__1417642343__11_20	H19.33.004	CN	1417642343	1739.7926904296876	3065.89775390625	25	251.88		unknown	1.0	1.0
H19.33.004__1417642343__11_17	H19.33.004__1417642343__11_17	H19.33.004	CN	1417642343	1721.722629123264	2631.1458740234375	18	381.8888888888889		unknown	1.0	1.0
H19.33.004__1417642343__12_18	H19.33.004__1417642343__12_18	H19.33.004	CN	1417642343	1859.6187996699891	2775.306632206358	29	281.13793103448273		unknown	1.0	1.0
H19.33.004__1417642343__11_18	H19.33.004__1417642343__11_18	H19.33.004	CN	1417642343	1723.457778930664	2771.2569580078125	16	335.0		unknown	1.0	1.0
H19.33.004__1417642343__11_19	H19.33.004__1417642343__11_19	H19.33.004	CN	1417642343	1699.8704641241777	2927.639095908717	19	473.8421052631579		unknown	1.0	1.0
H19.33.004__1417642343__10_13	H19.33.004__1417642343__10_13	H19.33.004	CN	1417642343	1569.0979947176847	2038.8078335848722	22	273.09090909090907		unknown	1.0	1.0
H19.33.004__1417642343__10_14	H19.33.004__1417642343__10_14	H19.33.004	CN	1417642343	1569.0053536551338	2163.3225446428573	21	200.38095238095238		unknown	1.0	1.0
H19.33.004__1417642343__10_20	H19.33.004__1417642343__10_20	H19.33.004	CN	1417642343	1584.229254306891	3082.440241887019	39	376.0		unknown	1.0	1.0
H19.33.004__1417642343__10_19	H19.33.004__1417642343__10_19	H19.33.004	CN	1417642343	1580.2253584428267	2931.6298828125	22	279.6818181818182		unknown	1.0	1.0
H19.33.004__1417642343__10_17	H19.33.004__1417642343__10_17	H19.33.004	CN	1417642343	1581.342529296875	2651.3368201622598	13	564.3846153846154		unknown	1.0	1.0
H19.33.004__1417642343__10_18	H19.33.004__1417642343__10_18	H19.33.004	CN	1417642343	1556.7319847845263	2782.4664030997983	31	287.16129032258067		unknown	1.0	1.0
H19.33.004__1417642343__10_15	H19.33.004__1417642343__10_15	H19.33.004	CN	1417642343	1591.8312581380208	2344.5519748263887	18	323.5		unknown	1.0	1.0
H19.33.004__1417642343__10_12	H19.33.004__1417642343__10_12	H19.33.004	CN	1417642343	1579.2385592990452	1872.7300957573784	18	464.77777777777777		unknown	1.0	1.0
H19.33.004__1417642343__9_12	H19.33.004__1417642343__9_12	H19.33.004	CN	1417642343	1419.5066583806818	1870.829190340909	22	375.8181818181818		unknown	1.0	1.0
H19.33.004__1417642343__10_11	H19.33.004__1417642343__10_11	H19.33.004	CN	1417642343	1598.9228515625	1691.5001220703125	14	277.92857142857144		unknown	1.0	1.0
H19.33.004__1417642343__9_9	H19.33.004__1417642343__9_9	H19.33.004	CN	1417642343	1424.7586396316003	1410.037214608028	58	378.5		unknown	1.0	1.0
H19.33.004__1417642343__9_8	H19.33.004__1417642343__9_8	H19.33.004	CN	1417642343	1476.1254150390625	1341.978515625	5	480.6		unknown	1.0	1.0
H19.33.004__1417642343__10_9	H19.33.004__1417642343__10_9	H19.33.004	CN	1417642343	1585.8512363978796	1424.407404436384	70	407.4		unknown	1.0	1.0
H19.33.004__1417642343__10_10	H19.33.004__1417642343__10_10	H19.33.004	CN	1417642343	1567.5055618286133	1572.2108001708984	16	423.0		unknown	1.0	1.0
H19.33.004__1417642343__9_10	H19.33.004__1417642343__9_10	H19.33.004	CN	1417642343	1402.8430514865452	1566.3170098198784	18	274.1666666666667		unknown	1.0	1.0
H19.33.004__1417642343__9_11	H19.33.004__1417642343__9_11	H19.33.004	CN	1417642343	1402.1158569335937	1741.305126953125	10	350.0		unknown	1.0	1.0
H19.33.004__1417642343__9_13	H19.33.004__1417642343__9_13	H19.33.004	CN	1417642343	1416.586092862216	2036.6964111328125	11	462.45454545454544		unknown	1.0	1.0
H19.33.004__1417642343__9_15	H19.33.004__1417642343__9_15	H19.33.004	CN	1417642343	1424.7669067382812	2331.5181107954545	22	373.59090909090907		unknown	1.0	1.0
H19.33.004__1417642343__9_16	H19.33.004__1417642343__9_16	H19.33.004	CN	1417642343	1421.0505981445312	2471.6300825639205	22	282.27272727272725		unknown	1.0	1.0
H19.33.004__1417642343__9_17	H19.33.004__1417642343__9_17	H19.33.004	CN	1417642343	1410.434886011584	2631.9711072198274	29	429.0		unknown	1.0	1.0
H19.33.004__1417642343__8_15	H19.33.004__1417642343__8_15	H19.33.004	CN	1417642343	1280.043085271662	2326.932783647017	22	349.95454545454544		unknown	1.0	1.0
H19.33.004__1417642343__9_18	H19.33.004__1417642343__9_18	H19.33.004	CN	1417642343	1431.9542468843006	2775.5147065662204	21	256.3809523809524		unknown	1.0	1.0
H19.33.004__1417642343__9_20	H19.33.004__1417642343__9_20	H19.33.004	CN	1417642343	1424.7440643310547	3075.488327026367	32	443.84375		unknown	1.0	1.0
H19.33.004__1417642343__8_20	H19.33.004__1417642343__8_20	H19.33.004	CN	1417642343	1302.781805630388	3070.973009832974	29	376.48275862068965		unknown	1.0	1.0
H19.33.004__1417642343__4_14	H19.33.004__1417642343__4_14	H19.33.004	CN	1417642343	662.4475784301758	2237.343719482422	8	375.875		unknown	1.0	1.0
H19.33.004__1417642343__4_15	H19.33.004__1417642343__4_15	H19.33.004	CN	1417642343	684.749256807215	2324.986385569853	17	378.4117647058824		unknown	1.0	1.0
H19.33.004__1417642343__4_16	H19.33.004__1417642343__4_16	H19.33.004	CN	1417642343	713.1379208772079	2466.10302734375	23	316.69565217391306		unknown	1.0	1.0
H19.33.004__1417642343__5_17	H19.33.004__1417642343__5_17	H19.33.004	CN	1417642343	815.6522568922776	2628.6715557391826	26	417.03846153846155		unknown	1.0	1.0
H19.33.004__1417642343__5_16	H19.33.004__1417642343__5_16	H19.33.004	CN	1417642343	815.8677605523003	2479.976657443576	36	238.5		unknown	1.0	1.0
H19.33.004__1417642343__5_15	H19.33.004__1417642343__5_15	H19.33.004	CN	1417642343	828.8418019612631	2319.8479207356772	24	265.625		unknown	1.0	1.0
H19.33.004__1417642343__6_15	H19.33.004__1417642343__6_15	H19.33.004	CN	1417642343	982.7098222212358	2318.7458052201705	11	272.0		unknown	1.0	1.0
H19.33.004__1417642343__6_16	H19.33.004__1417642343__6_16	H19.33.004	CN	1417642343	944.4160522460937	2490.8278564453126	10	444.3		unknown	1.0	1.0
H19.33.004__1417642343__6_17	H19.33.004__1417642343__6_17	H19.33.004	CN	1417642343	953.5822347005209	2635.008341471354	12	222.25		unknown	1.0	1.0
H19.33.004__1417642343__5_14	H19.33.004__1417642343__5_14	H19.33.004	CN	1417642343	826.2280217950994	2195.6725741299715	22	259.40909090909093		unknown	1.0	1.0
H19.33.004__1417642343__6_14	H19.33.004__1417642343__6_14	H19.33.004	CN	1417642343	992.4635691923254	2151.0098517922793	17	298.70588235294116		unknown	1.0	1.0
H19.33.004__1417642343__7_16	H19.33.004__1417642343__7_16	H19.33.004	CN	1417642343	1116.0634901258682	2474.7825068721063	27	310.14814814814815		unknown	1.0	1.0
H19.33.004__1417642343__7_15	H19.33.004__1417642343__7_15	H19.33.004	CN	1417642343	1113.391086154514	2318.830222800926	27	482.74074074074076		unknown	1.0	1.0
H19.33.004__1417642343__6_18	H19.33.004__1417642343__6_18	H19.33.004	CN	1417642343	964.1419044777199	2788.6295572916665	27	268.48148148148147		unknown	1.0	1.0
H19.33.004__1417642343__6_19	H19.33.004__1417642343__6_19	H19.33.004	CN	1417642343	984.3929017264888	2922.026371793927	53	387.22641509433964		unknown	1.0	1.0
H19.33.004__1417642343__6_20	H19.33.004__1417642343__6_20	H19.33.004	CN	1417642343	1033.8010314941407	3039.2394287109373	10	571.1		unknown	1.0	1.0
H19.33.004__1417642343__7_20	H19.33.004__1417642343__7_20	H19.33.004	CN	1417642343	1105.0663548519738	3068.0161261307567	57	303.3333333333333		unknown	1.0	1.0
H19.33.004__1417642343__7_19	H19.33.004__1417642343__7_19	H19.33.004	CN	1417642343	1111.164168294271	2957.5898600260416	15	272.0		unknown	1.0	1.0
H19.33.004__1417642343__6_13	H19.33.004__1417642343__6_13	H19.33.004	CN	1417642343	981.9110585088315	2007.6516537873642	23	284.04347826086956		unknown	1.0	1.0
H19.33.004__1417642343__7_14	H19.33.004__1417642343__7_14	H19.33.004	CN	1417642343	1119.3133021763392	2170.18758719308	14	406.2142857142857		unknown	1.0	1.0
H19.33.004__1417642343__7_13	H19.33.004__1417642343__7_13	H19.33.004	CN	1417642343	1098.6039428710938	2015.676114169034	22	281.3181818181818		unknown	1.0	1.0
H19.33.004__1417642343__7_12	H19.33.004__1417642343__7_12	H19.33.004	CN	1417642343	1123.5734349300988	1861.0422941509046	19	293.8421052631579		unknown	1.0	1.0
H19.33.004__1417642343__5_20	H19.33.004__1417642343__5_20	H19.33.004	CN	1417642343	777.898681640625	3061.663215188419	17	393.2352941176471		unknown	1.0	1.0
H19.33.004__1417642343__5_19	H19.33.004__1417642343__5_19	H19.33.004	CN	1417642343	838.4216232299805	2932.6880645751953	16	196.5625		unknown	1.0	1.0
H19.33.004__1417642343__5_18	H19.33.004__1417642343__5_18	H19.33.004	CN	1417642343	855.5283560917295	2770.3746379983836	29	281.86206896551727		unknown	1.0	1.0
H19.33.004__1417642343__8_16	H19.33.004__1417642343__8_16	H19.33.004	CN	1417642343	1273.7092808314733	2462.90986328125	35	398.25714285714287		unknown	1.0	1.0
H19.33.004__1417642343__7_18	H19.33.004__1417642343__7_18	H19.33.004	CN	1417642343	1137.1783336292613	2774.470370205966	11	261.09090909090907		unknown	1.0	1.0
H19.33.004__1417642343__8_18	H19.33.004__1417642343__8_18	H19.33.004	CN	1417642343	1275.990566253662	2772.330535888672	32	421.96875		unknown	1.0	1.0
H19.33.004__1417642343__8_19	H19.33.004__1417642343__8_19	H19.33.004	CN	1417642343	1264.0380101697199	2927.066995554957	29	294.17241379310343		unknown	1.0	1.0
H19.33.004__1417642343__7_21	H19.33.004__1417642343__7_21	H19.33.004	CN	1417642343	1172.5583984375	3205.5694661458333	15	708.8		unknown	1.0	1.0
H19.33.004__1417642343__8_17	H19.33.004__1417642343__8_17	H19.33.004	CN	1417642343	1264.74267578125	2630.8629760742188	20	384.25		unknown	1.0	1.0
H19.33.004__1417642343__20_18	H19.33.004__1417642343__20_18	H19.33.004	CN	1417642343	3057.802109375	2777.04396484375	25	266.68		unknown	1.0	1.0
H19.33.004__1417642343__20_19	H19.33.004__1417642343__20_19	H19.33.004	CN	1417642343	3068.7945261988148	2931.4355721309266	29	325.58620689655174		unknown	1.0	1.0
H19.33.004__1417642343__22_17	H19.33.004__1417642343__22_17	H19.33.004	CN	1417642343	3375.306603064904	2596.4293025090146	26	328.4230769230769		unknown	1.0	1.0
H19.33.004__1417642343__21_18	H19.33.004__1417642343__21_18	H19.33.004	CN	1417642343	3220.2096162683824	2774.7982536764707	17	396.11764705882354		unknown	1.0	1.0
H19.33.004__1417642343__21_19	H19.33.004__1417642343__21_19	H19.33.004	CN	1417642343	3241.3385546875	2923.690986328125	25	335.8		unknown	1.0	1.0
H19.33.004__1417642343__20_20	H19.33.004__1417642343__20_20	H19.33.004	CN	1417642343	3067.0244064331055	3087.455177307129	32	251.4375		unknown	1.0	1.0
H19.33.004__1417642343__20_21	H19.33.004__1417642343__20_21	H19.33.004	CN	1417642343	3073.648953683036	3211.9392578125	35	298.9142857142857		unknown	1.0	1.0
H19.33.004__1417642343__21_20	H19.33.004__1417642343__21_20	H19.33.004	CN	1417642343	3237.000284830729	3066.58349609375	24	370.2916666666667		unknown	1.0	1.0
H19.33.004__1417642343__21_21	H19.33.004__1417642343__21_21	H19.33.004	CN	1417642343	3215.2330040564902	3228.8665927984775	39	261.94871794871796		unknown	1.0	1.0
H19.33.004__1417642343__22_21	H19.33.004__1417642343__22_21	H19.33.004	CN	1417642343	3368.0189383370534	3208.5653018043154	21	367.14285714285717		unknown	1.0	1.0
H19.33.004__1417642343__22_19	H19.33.004__1417642343__22_19	H19.33.004	CN	1417642343	3375.437757703993	2934.907023111979	18	336.55555555555554		unknown	1.0	1.0
H19.33.004__1417642343__22_20	H19.33.004__1417642343__22_20	H19.33.004	CN	1417642343	3376.984202665441	3057.5309914981617	17	237.47058823529412		unknown	1.0	1.0
H19.33.004__1417642343__18_19	H19.33.004__1417642343__18_19	H19.33.004	CN	1417642343	2770.9750591077304	2921.8037816097863	38	300.5		unknown	1.0	1.0
H19.33.004__1417642343__19_19	H19.33.004__1417642343__19_19	H19.33.004	CN	1417642343	2926.361041525136	2913.2684220023775	46	199.08695652173913		unknown	1.0	1.0
H19.33.004__1417642343__19_21	H19.33.004__1417642343__19_21	H19.33.004	CN	1417642343	2932.3384794347426	3236.3711583754593	34	356.8235294117647		unknown	1.0	1.0
H19.33.004__1417642343__19_20	H19.33.004__1417642343__19_20	H19.33.004	CN	1417642343	2924.0001541940787	3070.8299560546875	38	319.3421052631579		unknown	1.0	1.0
H19.33.004__1417642343__18_20	H19.33.004__1417642343__18_20	H19.33.004	CN	1417642343	2786.1537562779017	3073.8589477539062	28	410.35714285714283		unknown	1.0	1.0
H19.33.004__1417642343__18_21	H19.33.004__1417642343__18_21	H19.33.004	CN	1417642343	2773.448421223958	3230.944620768229	30	318.73333333333335		unknown	1.0	1.0
H19.33.004__1417642343__17_18	H19.33.004__1417642343__17_18	H19.33.004	CN	1417642343	2609.9186754728617	2785.0326377467104	19	174.42105263157896		unknown	1.0	1.0
H19.33.004__1417642343__17_17	H19.33.004__1417642343__17_17	H19.33.004	CN	1417642343	2600.0942664513223	2635.669677734375	26	130.73076923076923		unknown	1.0	1.0
H19.33.004__1417642343__17_19	H19.33.004__1417642343__17_19	H19.33.004	CN	1417642343	2604.0450927734373	2909.5021850585936	20	309.2		unknown	1.0	1.0
H19.33.004__1417642343__17_20	H19.33.004__1417642343__17_20	H19.33.004	CN	1417642343	2635.847871326265	3075.6666666666665	42	271.57142857142856		unknown	1.0	1.0
H19.33.004__1417642343__17_21	H19.33.004__1417642343__17_21	H19.33.004	CN	1417642343	2626.3298853824012	3239.9615671258225	38	384.0263157894737		unknown	1.0	1.0
H19.33.004__1417642343__31_14	H19.33.004__1417642343__31_14	H19.33.004	CN	1417642343	4720.811939380787	2164.6584201388887	27	330.3703703703704		unknown	1.0	1.0
H19.33.004__1417642343__31_15	H19.33.004__1417642343__31_15	H19.33.004	CN	1417642343	4704.85236467634	2344.1522042410716	28	326.42857142857144		unknown	1.0	1.0
H19.33.004__1417642343__30_16	H19.33.004__1417642343__30_16	H19.33.004	CN	1417642343	4569.901134672619	2459.6261044456846	21	415.3809523809524		unknown	1.0	1.0
H19.33.004__1417642343__29_16	H19.33.004__1417642343__29_16	H19.33.004	CN	1417642343	4417.785461425781	2478.968292236328	16	442.8125		unknown	1.0	1.0
H19.33.004__1417642343__30_17	H19.33.004__1417642343__30_17	H19.33.004	CN	1417642343	4574.430031105324	2635.2085413049767	27	395.51851851851853		unknown	1.0	1.0
H19.33.004__1417642343__30_15	H19.33.004__1417642343__30_15	H19.33.004	CN	1417642343	4561.706982421875	2330.330257161458	30	453.76666666666665		unknown	1.0	1.0
H19.33.004__1417642343__31_13	H19.33.004__1417642343__31_13	H19.33.004	CN	1417642343	4732.988372802734	2017.7317085266113	32	355.3125		unknown	1.0	1.0
H19.33.004__1417642343__30_13	H19.33.004__1417642343__30_13	H19.33.004	CN	1417642343	4550.990673828125	2012.40048828125	20	424.3		unknown	1.0	1.0
H19.33.004__1417642343__30_14	H19.33.004__1417642343__30_14	H19.33.004	CN	1417642343	4578.698637462798	2182.2252836681546	21	418.57142857142856		unknown	1.0	1.0
H19.33.004__1417642343__29_11	H19.33.004__1417642343__29_11	H19.33.004	CN	1417642343	4423.757859002976	1725.553978329613	21	644.7619047619048		unknown	1.0	1.0
H19.33.004__1417642343__30_11	H19.33.004__1417642343__30_11	H19.33.004	CN	1417642343	4582.1055908203125	1715.3574752807617	16	644.9375		unknown	1.0	1.0
H19.33.004__1417642343__29_12	H19.33.004__1417642343__29_12	H19.33.004	CN	1417642343	4428.350048828125	1885.5198893229167	30	459.23333333333335		unknown	1.0	1.0
H19.33.004__1417642343__29_13	H19.33.004__1417642343__29_13	H19.33.004	CN	1417642343	4430.456868489583	2021.1236911349827	18	344.0		unknown	1.0	1.0
H19.33.004__1417642343__30_12	H19.33.004__1417642343__30_12	H19.33.004	CN	1417642343	4569.2130705180925	1870.8005178351152	19	604.3684210526316		unknown	1.0	1.0
H19.33.004__1417642343__31_12	H19.33.004__1417642343__31_12	H19.33.004	CN	1417642343	4716.654962713068	1899.806884765625	11	319.09090909090907		unknown	1.0	1.0
H19.33.004__1417642343__31_11	H19.33.004__1417642343__31_11	H19.33.004	CN	1417642343	4716.10771484375	1727.356923828125	25	490.52		unknown	1.0	1.0
H19.33.004__1417642343__29_17	H19.33.004__1417642343__29_17	H19.33.004	CN	1417642343	4432.315014648438	2611.5244262695314	20	492.25		unknown	1.0	1.0
H19.33.004__1417642343__29_21	H19.33.004__1417642343__29_21	H19.33.004	CN	1417642343	4426.372647372159	3230.4174249822445	22	416.5		unknown	1.0	1.0
H19.33.004__1417642343__28_21	H19.33.004__1417642343__28_21	H19.33.004	CN	1417642343	4286.450269294508	3223.792976148201	33	340.72727272727275		unknown	1.0	1.0
H19.33.004__1417642343__28_20	H19.33.004__1417642343__28_20	H19.33.004	CN	1417642343	4261.254432091346	3092.508075420673	26	375.0769230769231		unknown	1.0	1.0
H19.33.004__1417642343__29_20	H19.33.004__1417642343__29_20	H19.33.004	CN	1417642343	4424.9732421875	3076.7806640625	25	357.48		unknown	1.0	1.0
H19.33.004__1417642343__29_19	H19.33.004__1417642343__29_19	H19.33.004	CN	1417642343	4418.531815378289	2922.2315866570725	19	534.9473684210526		unknown	1.0	1.0
H19.33.004__1417642343__28_19	H19.33.004__1417642343__28_19	H19.33.004	CN	1417642343	4269.4621988932295	2905.2999064127603	24	394.9166666666667		unknown	1.0	1.0
H19.33.004__1417642343__29_18	H19.33.004__1417642343__29_18	H19.33.004	CN	1417642343	4437.455240885417	2760.1446126302085	18	409.0		unknown	1.0	1.0
H19.33.004__1417642343__28_16	H19.33.004__1417642343__28_16	H19.33.004	CN	1417642343	4277.369551809211	2480.792364823191	19	320.10526315789474		unknown	1.0	1.0
H19.33.004__1417642343__28_17	H19.33.004__1417642343__28_17	H19.33.004	CN	1417642343	4255.351318359375	2624.7307373046874	20	479.15		unknown	1.0	1.0
H19.33.004__1417642343__28_18	H19.33.004__1417642343__28_18	H19.33.004	CN	1417642343	4267.883382161458	2771.076171875	24	485.4583333333333		unknown	1.0	1.0
H19.33.004__1417642343__30_21	H19.33.004__1417642343__30_21	H19.33.004	CN	1417642343	4569.7733154296875	3205.1203002929688	24	363.5		unknown	1.0	1.0
H19.33.004__1417642343__30_22	H19.33.004__1417642343__30_22	H19.33.004	CN	1417642343	4568.129638671875	3383.0384385850693	18	362.5		unknown	1.0	1.0
H19.33.004__1417642343__30_20	H19.33.004__1417642343__30_20	H19.33.004	CN	1417642343	4560.029676649306	3068.904744466146	18	247.05555555555554		unknown	1.0	1.0
H19.33.004__1417642343__30_18	H19.33.004__1417642343__30_18	H19.33.004	CN	1417642343	4580.530364280523	2776.5984284156975	43	378.0		unknown	1.0	1.0
H19.33.004__1417642343__31_17	H19.33.004__1417642343__31_17	H19.33.004	CN	1417642343	4739.545677923387	2630.852263419859	31	464.16129032258067		unknown	1.0	1.0
H19.33.004__1417642343__31_18	H19.33.004__1417642343__31_18	H19.33.004	CN	1417642343	4735.228102463942	2769.8897172976763	39	287.6666666666667		unknown	1.0	1.0
H19.33.004__1417642343__31_21	H19.33.004__1417642343__31_21	H19.33.004	CN	1417642343	4732.850729549632	3192.1060431985293	17	394.11764705882354		unknown	1.0	1.0
H19.33.004__1417642343__31_22	H19.33.004__1417642343__31_22	H19.33.004	CN	1417642343	4721.967427571614	3382.011484781901	24	414.6666666666667		unknown	1.0	1.0
H19.33.004__1417642343__31_20	H19.33.004__1417642343__31_20	H19.33.004	CN	1417642343	4755.604541015625	3085.210888671875	10	296.9		unknown	1.0	1.0
H19.33.004__1417642343__28_12	H19.33.004__1417642343__28_12	H19.33.004	CN	1417642343	4278.226031759511	1876.722757090693	23	408.4782608695652		unknown	1.0	1.0
H19.33.004__1417642343__28_13	H19.33.004__1417642343__28_13	H19.33.004	CN	1417642343	4285.648158482143	2030.50244140625	14	568.2142857142857		unknown	1.0	1.0
H19.33.004__1417642343__27_13	H19.33.004__1417642343__27_13	H19.33.004	CN	1417642343	4116.24304651331	2021.6595911096645	27	392.6296296296296		unknown	1.0	1.0
H19.33.004__1417642343__28_14	H19.33.004__1417642343__28_14	H19.33.004	CN	1417642343	4270.137451171875	2176.7374267578125	24	411.4583333333333		unknown	1.0	1.0
H19.33.004__1417642343__29_15	H19.33.004__1417642343__29_15	H19.33.004	CN	1417642343	4421.657975260417	2322.6853190104166	15	436.6666666666667		unknown	1.0	1.0
H19.33.004__1417642343__28_15	H19.33.004__1417642343__28_15	H19.33.004	CN	1417642343	4272.645489032452	2331.0717022235576	26	487.03846153846155		unknown	1.0	1.0
H19.33.004__1417642343__29_14	H19.33.004__1417642343__29_14	H19.33.004	CN	1417642343	4420.2025146484375	2165.962812151228	28	334.9642857142857		unknown	1.0	1.0
H19.33.004__1417642343__31_4	H19.33.004__1417642343__31_4	H19.33.004	CN	1417642343	4753.391773897059	699.235444910386	17	124.82352941176471		unknown	1.0	1.0
H19.33.004__1417642343__30_4	H19.33.004__1417642343__30_4	H19.33.004	CN	1417642343	4592.4748046875	718.4145629882812	5	116.0		unknown	1.0	1.0
H19.33.004__1417642343__31_6	H19.33.004__1417642343__31_6	H19.33.004	CN	1417642343	4740.161574590774	998.9292893182663	21	326.76190476190476		unknown	1.0	1.0
